0.986371	0.976138	0.903152	0.769382	0.699202	0.597569	0.628553	0.540254	0.767826	0.742736	0.712449	0.686021	0.541881	0.561304	0.518299	0.564976	0.589048	0.595550	0.580515	0.572228	0.454032	0.434458	0.386038	0.443628	0.276025	0.237897	0.179954	0.178147	0.298494	0.266893	0.206404	0.117466	0.312589	0.259954	0.290759	0.205012	0.172132	0.150386	0.163544	0.166158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034311	0.092253	0.175895	0.228587	0.184873	0.231402	0.168208	0.189843	0.181589	0.177889	0.216855	0.249431	0.286955	0.205823	0.215253	0.217039	0.215229	0.178964	0.136512	0.131575	0.114106	0.000000	0.029797	0.145525	0.211485	0.232607	0.169834	0.112225	0.026840	0.142963	0.139958	0.086676	0.000000	0.000000	0.000000	0.000000	0.077191	0.113196	0.134448	0.071844	0.091805	0.071111	0.098807	0.157912	0.107950	0.231500	0.289960	0.381601	0.447153	0.392616	0.268951	0.162577	0.034856	0.214843	0.200483	0.262018	0.336651	0.407856	0.418503	0.437322	0.406426	0.392466	0.410652	0.398114	0.403823	0.364567	0.331070	0.293871	0.216790	0.347603	0.303746	0.349268	0.284214	0.293188	0.223442	0.234700	0.215796	0.096650	0.081157	0.025756	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.087683	0.198662	0.130434	0.117696	0.100993	0.039793	0.119533	0.112640	0.176489	0.178952	0.233957	0.144247	0.067548	0.015807	0.002610	0.276213	0.308619	0.399411	0.342931	0.349948	0.299159	0.342655	0.390897	0.321286	0.402699	0.343392	0.411405	0.400482	0.631673	0.657632	0.784534	0.830813	0.882507	0.874116	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
0.975701	0.961312	0.887447	0.760816	0.665690	0.638716	0.598519	0.589999	0.703369	0.752292	0.727788	0.631119	0.543285	0.562373	0.519631	0.482419	0.555276	0.586644	0.565272	0.552762	0.516808	0.395042	0.440710	0.409676	0.326666	0.213314	0.148995	0.244349	0.277336	0.329285	0.202453	0.101377	0.307992	0.278903	0.216847	0.121540	0.098201	0.059495	0.059703	0.079875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082453	0.060581	0.169892	0.191494	0.243275	0.219327	0.223631	0.177516	0.173171	0.225011	0.198416	0.219809	0.262042	0.255800	0.244288	0.267814	0.185144	0.150312	0.120967	0.106205	0.101260	0.036924	0.069255	0.128338	0.215945	0.216804	0.240992	0.099691	0.087401	0.132606	0.070279	0.011283	0.000000	0.000000	0.000000	0.000000	0.122375	0.107527	0.109719	0.130647	0.068393	0.101450	0.055566	0.097544	0.138877	0.197338	0.251190	0.355186	0.421377	0.345018	0.309240	0.115455	0.046722	0.225997	0.289585	0.343168	0.347012	0.422089	0.439392	0.471127	0.427834	0.428727	0.442669	0.434726	0.432056	0.396478	0.361498	0.332478	0.244481	0.319848	0.347090	0.327005	0.273688	0.280761	0.223470	0.166932	0.209368	0.073911	0.062571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.148965	0.237490	0.112880	0.100618	0.139141	0.098744	0.098536	0.162236	0.220300	0.229918	0.198144	0.132589	0.047674	0.005048	0.000000	0.312046	0.358846	0.378342	0.324795	0.266067	0.276806	0.329041	0.375576	0.299071	0.333761	0.320416	0.443884	0.397826	0.624415	0.699818	0.778467	0.884989	0.923038	0.878422	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
0.958183	0.950611	0.877340	0.801812	0.708557	0.608474	0.631575	0.584472	0.649224	0.703054	0.666993	0.644853	0.552511	0.551651	0.513552	0.459617	0.621436	0.567493	0.618592	0.523308	0.483588	0.449018	0.409489	0.452829	0.286135	0.254026	0.201479	0.215403	0.349432	0.314226	0.269730	0.160568	0.218645	0.193329	0.134049	0.133387	0.097634	0.043184	0.049376	0.043222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017793	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014567	0.060420	0.037854	0.134246	0.169789	0.226235	0.203435	0.211531	0.142837	0.137888	0.189269	0.218563	0.251720	0.240269	0.275911	0.289121	0.286634	0.213661	0.196820	0.115011	0.098664	0.021013	0.073944	0.131359	0.191407	0.203491	0.213228	0.161049	0.149092	0.060892	0.047471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.245846	0.126189	0.073247	0.075561	0.078841	0.112529	0.126888	0.160388	0.143098	0.201144	0.274379	0.322810	0.378067	0.378926	0.253192	0.187779	0.107854	0.297959	0.340272	0.398141	0.414570	0.486914	0.513403	0.476063	0.514886	0.499373	0.518175	0.527728	0.519768	0.490815	0.390228	0.341178	0.277697	0.297355	0.336962	0.311680	0.257847	0.277844	0.207900	0.157718	0.206396	0.078156	0.075973	0.006028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120185	0.206993	0.186431	0.165199	0.152985	0.112317	0.186515	0.195898	0.261338	0.277522	0.187595	0.113055	0.091535	0.000000	0.000000	0.291394	0.345947	0.364335	0.259995	0.256023	0.259934	0.298522	0.306995	0.282822	0.329645	0.306076	0.429509	0.423349	0.605330	0.698349	0.776184	0.881057	0.924822	0.933835	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
0.954084	0.940361	0.872176	0.790913	0.694715	0.658228	0.625918	0.639084	0.635493	0.606649	0.654365	0.622482	0.505021	0.529259	0.467511	0.489522	0.573870	0.601151	0.570230	0.548347	0.515556	0.485585	0.452044	0.420256	0.326561	0.278221	0.263629	0.271793	0.404059	0.375787	0.323588	0.237042	0.232375	0.210591	0.140463	0.038809	0.000000	0.027772	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.031598	0.080798	0.050835	0.019006	0.134107	0.165471	0.222157	0.196405	0.249252	0.188892	0.185341	0.176855	0.142192	0.180044	0.230249	0.276901	0.316544	0.329736	0.326124	0.259080	0.174591	0.152348	0.076520	0.053798	0.116289	0.119708	0.129772	0.137972	0.160892	0.081568	0.072990	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016274	0.026441	0.289791	0.110958	0.109293	0.108255	0.111562	0.136151	0.137354	0.166140	0.211144	0.282280	0.289432	0.340318	0.405966	0.341673	0.324614	0.260905	0.178155	0.356281	0.414127	0.478065	0.481695	0.496063	0.542137	0.501886	0.544157	0.518434	0.536936	0.550240	0.560040	0.509308	0.482774	0.452712	0.387324	0.341386	0.323811	0.362443	0.311159	0.215951	0.140387	0.169080	0.055848	0.070063	0.054646	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.141502	0.173425	0.199073	0.187343	0.183260	0.180958	0.204634	0.216579	0.282913	0.313772	0.157390	0.138934	0.061787	0.012172	0.004381	0.276132	0.329517	0.347995	0.228758	0.226229	0.229770	0.289259	0.288531	0.255494	0.308162	0.295310	0.410953	0.400666	0.602086	0.676000	0.808366	0.863014	0.909791	0.914570	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
0.922342	0.927484	0.857200	0.776751	0.736039	0.730562	0.685251	0.706774	0.590387	0.624368	0.596985	0.639465	0.612623	0.475931	0.490369	0.498655	0.657767	0.534300	0.600132	0.583448	0.544777	0.519908	0.485900	0.460812	0.386140	0.360967	0.320238	0.329530	0.466466	0.438874	0.383998	0.248316	0.227202	0.197111	0.089806	0.072215	0.017111	0.000000	0.000000	0.024470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026104	0.058076	0.041520	0.020090	0.133933	0.195298	0.168808	0.217354	0.201556	0.238705	0.229704	0.165349	0.143575	0.194457	0.159923	0.202743	0.266764	0.371644	0.377916	0.306185	0.300570	0.199637	0.189764	0.092677	0.099077	0.096629	0.095623	0.044345	0.007580	0.013023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.045428	0.066841	0.335655	0.146228	0.148979	0.139636	0.134694	0.154512	0.234335	0.261429	0.306398	0.295110	0.303453	0.357936	0.365655	0.367557	0.347422	0.331144	0.245336	0.422806	0.489987	0.496464	0.574136	0.593593	0.559225	0.532994	0.570821	0.575780	0.591031	0.605987	0.603484	0.567365	0.542790	0.447658	0.448526	0.352748	0.385998	0.338840	0.308613	0.202576	0.135452	0.024227	0.034289	0.016132	0.020033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056346	0.097070	0.124530	0.167237	0.158085	0.125775	0.151798	0.175383	0.251555	0.273489	0.292552	0.191202	0.126214	0.042873	0.000000	0.000000	0.301883	0.363549	0.374683	0.256482	0.266611	0.192825	0.253879	0.301794	0.326811	0.324470	0.270709	0.457735	0.465115	0.580605	0.703272	0.789166	0.898140	0.943356	0.899697	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
0.919788	0.898534	0.818619	0.730972	0.703020	0.685646	0.715222	0.717286	0.601770	0.651460	0.625732	0.658508	0.624029	0.638692	0.643822	0.590185	0.614586	0.650341	0.554440	0.622452	0.595579	0.491820	0.520559	0.494060	0.426089	0.327857	0.271894	0.386155	0.425518	0.503784	0.364223	0.280376	0.259466	0.217128	0.208045	0.094214	0.052215	0.000000	0.017176	0.047966	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070646	0.170907	0.158240	0.146378	0.129696	0.181776	0.168711	0.223830	0.203905	0.165980	0.220709	0.212454	0.186083	0.177232	0.147910	0.198222	0.261172	0.254940	0.280299	0.286531	0.270764	0.248799	0.217366	0.204481	0.197617	0.199734	0.194775	0.144474	0.099941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.223421	0.172698	0.171891	0.166780	0.148747	0.234640	0.248524	0.330899	0.386440	0.334235	0.346666	0.342295	0.406763	0.406808	0.391000	0.433810	0.426147	0.455746	0.524231	0.540754	0.552165	0.576066	0.537039	0.506626	0.539531	0.539157	0.569137	0.584234	0.604633	0.554075	0.532698	0.494165	0.443812	0.393460	0.361916	0.330672	0.287270	0.163572	0.099354	0.000000	0.001865	0.004761	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075438	0.111930	0.092809	0.129795	0.105713	0.092451	0.123652	0.154596	0.175212	0.251721	0.281834	0.179764	0.166207	0.075017	0.030337	0.000000	0.279399	0.339907	0.350736	0.274907	0.229647	0.273103	0.317889	0.367714	0.346852	0.340689	0.334084	0.444287	0.434776	0.660770	0.696885	0.782450	0.896465	0.941208	0.927283	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
0.893395	0.870503	0.784923	0.751520	0.660608	0.702048	0.709676	0.731103	0.621310	0.648776	0.696028	0.670073	0.699852	0.713952	0.733357	0.676545	0.648975	0.591582	0.669980	0.600738	0.566479	0.546758	0.516409	0.547218	0.386733	0.340650	0.312667	0.326471	0.450619	0.451996	0.392876	0.316786	0.290677	0.230007	0.219050	0.111190	0.069490	0.025623	0.024962	0.048976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021452	0.200918	0.213581	0.205160	0.179834	0.244651	0.231453	0.201502	0.168899	0.199414	0.253276	0.178210	0.169784	0.148121	0.118867	0.177607	0.236253	0.286799	0.198501	0.173843	0.220210	0.198449	0.227396	0.258366	0.248221	0.323170	0.317821	0.285139	0.184259	0.087685	0.015773	0.000000	0.017730	0.000000	0.022503	0.027032	0.000000	0.000000	0.000000	0.000000	0.000000	0.143594	0.141224	0.135781	0.129256	0.177247	0.201139	0.288698	0.370304	0.408821	0.352729	0.360953	0.380480	0.389039	0.376273	0.412492	0.455611	0.460085	0.517533	0.523378	0.541834	0.564427	0.571290	0.532632	0.493857	0.475269	0.541531	0.562139	0.577357	0.579429	0.555648	0.455927	0.423658	0.379367	0.381432	0.403223	0.307081	0.260242	0.143426	0.087715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008571	0.045917	0.091035	0.078760	0.055543	0.043049	0.018425	0.054734	0.075493	0.157754	0.176582	0.213369	0.167608	0.146618	0.061343	0.006173	0.000000	0.243495	0.296637	0.315087	0.351015	0.364666	0.364012	0.294186	0.387206	0.420364	0.420375	0.382391	0.417354	0.420005	0.658480	0.689521	0.817779	0.888456	0.926913	0.943986	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
0.890167	0.854697	0.750180	0.709958	0.684006	0.649025	0.675958	0.697263	0.654720	0.686761	0.752216	0.713215	0.751491	0.780416	0.781752	0.796780	0.634410	0.668245	0.672728	0.594537	0.549898	0.510369	0.494507	0.523234	0.428674	0.332126	0.288472	0.385955	0.416271	0.499956	0.353621	0.250160	0.303566	0.240535	0.245315	0.145712	0.113138	0.061248	0.080346	0.105913	0.022458	0.017615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.129755	0.133764	0.075156	0.039172	0.127169	0.169833	0.190934	0.238818	0.222531	0.209504	0.205516	0.174931	0.219224	0.190517	0.232954	0.148503	0.140143	0.131289	0.101523	0.157566	0.216261	0.282863	0.117336	0.152225	0.128472	0.167053	0.270768	0.303786	0.362218	0.371884	0.430412	0.390330	0.309321	0.188609	0.107153	0.081682	0.111289	0.099130	0.059238	0.070414	0.000000	0.000000	0.000000	0.000000	0.000000	0.056526	0.122446	0.116917	0.177635	0.221053	0.243774	0.327899	0.345596	0.379493	0.315392	0.330312	0.339561	0.332066	0.392750	0.431055	0.485812	0.491424	0.513930	0.519782	0.546859	0.561570	0.575278	0.478878	0.437884	0.466152	0.492266	0.512996	0.493569	0.519457	0.470697	0.430851	0.416606	0.375548	0.420753	0.387076	0.360724	0.239829	0.125945	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038738	0.076857	0.063840	0.058864	0.023725	0.000000	0.000000	0.000000	0.058565	0.082884	0.175894	0.208268	0.232562	0.159324	0.059365	0.000000	0.000000	0.277755	0.277635	0.300593	0.390444	0.427193	0.355573	0.373951	0.413712	0.441181	0.452865	0.405281	0.459856	0.406636	0.651087	0.729852	0.805640	0.878600	0.936882	0.955578	0.950675	1.000000	1.000000	1.000000	1.000000	1.000000	
0.773698	0.779258	0.851588	0.824458	0.799102	0.770008	0.737156	0.716726	0.603302	0.572139	0.553961	0.531807	0.565709	0.594037	0.595471	0.686209	0.582422	0.459737	0.518134	0.561985	0.599497	0.579527	0.624089	0.579247	0.426041	0.314436	0.284904	0.308550	0.348693	0.386456	0.304538	0.263059	0.265545	0.236165	0.169885	0.159105	0.111002	0.060585	0.086735	0.101310	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094087	0.071088	0.094166	0.107151	0.190140	0.217888	0.255105	0.233514	0.250899	0.222668	0.219315	0.197754	0.154311	0.138306	0.104949	0.089050	0.084315	0.122284	0.172442	0.155347	0.205414	0.189838	0.140922	0.114936	0.271797	0.248864	0.244926	0.222813	0.189303	0.167012	0.162886	0.187756	0.236690	0.199381	0.197180	0.156429	0.134270	0.183037	0.160038	0.194189	0.216962	0.162173	0.086857	0.000000	0.000000	0.000000	0.000000	0.063000	0.255850	0.245876	0.244730	0.279196	0.360166	0.448707	0.535320	0.580085	0.427137	0.382619	0.383437	0.374939	0.359231	0.404034	0.447077	0.519782	0.551838	0.625050	0.628698	0.645845	0.667698	0.617125	0.595592	0.552749	0.558706	0.508444	0.533324	0.496011	0.529799	0.489439	0.512262	0.484781	0.470854	0.387070	0.216540	0.171306	0.150881	0.102135	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050206	0.033002	0.210937	0.199035	0.186097	0.185776	0.160414	0.134755	0.118202	0.097784	0.162090	0.059341	0.010603	0.000000	0.011683	0.250830	0.258805	0.260584	0.345508	0.361475	0.308510	0.444642	0.492267	0.601374	0.536956	0.572191	0.418118	0.475781	0.686092	0.732252	0.753975	0.825478	0.827511	0.847748	0.787149	0.872126	1.000000	1.000000	1.000000	1.000000	
0.759544	0.779027	0.851032	0.819799	0.786242	0.746486	0.732469	0.703386	0.580959	0.617854	0.596484	0.564743	0.612860	0.632019	0.638184	0.665497	0.563361	0.587144	0.508072	0.559902	0.599541	0.580375	0.546482	0.575053	0.411118	0.376902	0.271486	0.293566	0.319659	0.355225	0.344633	0.248397	0.239962	0.216449	0.160600	0.143202	0.101342	0.065980	0.063461	0.107219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.089366	0.047809	0.067227	0.084702	0.167671	0.188283	0.221417	0.207719	0.212371	0.184590	0.168053	0.147737	0.120537	0.107938	0.074464	0.045765	0.116612	0.158925	0.132738	0.186547	0.240711	0.232876	0.167898	0.159924	0.315061	0.300024	0.289546	0.270627	0.243680	0.229963	0.229283	0.246812	0.231916	0.172031	0.169161	0.128429	0.106281	0.151518	0.127812	0.166873	0.261720	0.199348	0.139841	0.003225	0.000000	0.000000	0.000000	0.120579	0.172965	0.224945	0.210903	0.241836	0.339773	0.419319	0.497213	0.546052	0.491983	0.509718	0.465164	0.456734	0.502881	0.554238	0.596850	0.617031	0.533901	0.600894	0.621393	0.630427	0.651611	0.613817	0.583467	0.548785	0.526141	0.558900	0.513245	0.541797	0.517325	0.474865	0.505183	0.459140	0.458459	0.372864	0.201010	0.144140	0.120793	0.064849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014703	0.083732	0.113642	0.106650	0.094678	0.214467	0.206170	0.201489	0.205654	0.183972	0.163457	0.134357	0.108385	0.132751	0.094839	0.047091	0.000000	0.000000	0.220375	0.225093	0.222892	0.319968	0.330204	0.367561	0.411252	0.446408	0.548249	0.484048	0.531078	0.517518	0.537024	0.735387	0.785985	0.804982	0.868505	0.920025	0.886974	0.970503	0.973920	1.000000	1.000000	1.000000	1.000000	
